,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1453,1475,1,0,3.8,144,1,13,533,700.0,5047
1454,2808,1,0,3.9,888,1,20,1434,750.0,5047
1455,697,0,1,3.8,235,30,20,1066,1000.0,5047
1456,1536,0,0,3.8,46,30,13,332,400.0,5047
1457,2273,1,0,3.8,577,30,20,1421,900.0,5047
1458,2151,1,0,3.9,211,30,20,840,500.0,5047
1459,2530,0,0,4.4,343,1,62,1547,100.0,5047
1460,1004,1,0,4.0,232,30,62,1561,400.0,5047
1461,1635,1,0,3.7,47,30,66,844,400.0,5047
1462,2949,1,0,3.8,74,85,20,672,1000.0,5047
1463,2345,0,1,3.7,44,30,20,1229,550.0,5047
1464,2321,1,0,4.1,139,30,20,1277,550.0,5047
1465,1744,0,0,3.8,70,1,62,821,500.0,5047
1466,1834,1,0,4.1,337,30,62,547,300.0,5047
1467,2895,1,0,3.7,133,30,20,607,700.0,5047
1468,2041,1,0,3.8,109,30,20,1196,500.0,5047
1469,1318,0,0,4.1,52,30,62,1547,100.0,5047
1470,296,1,1,3.9,142,30,20,1093,1000.0,5047
1471,252,1,0,3.9,134,30,62,1647,400.0,5047
1472,2876,0,1,3.8,176,30,20,1158,1350.0,5047
1473,1103,1,1,3.9,291,30,13,368,650.0,5047
1474,1220,0,0,3.9,88,1,62,1547,250.0,5047
1475,3013,0,0,3.8,265,30,62,1600,250.0,5047
1476,1706,1,0,3.6,84,1,62,1589,250.0,5047
1477,2280,0,0,3.8,189,1,62,1547,300.0,5047
1478,452,1,0,3.0,213,1,62,1428,400.0,5047
1479,2987,0,0,3.8,39,1,62,1563,350.0,5047
1480,1908,0,0,3.6,71,1,62,1416,250.0,5047
1481,2911,1,1,3.8,584,30,20,1381,1200.0,5047
1482,812,1,1,3.7,36,30,20,586,650.0,5047
1483,2646,1,0,3.0,290,1,62,1215,450.0,5047
1484,72,0,0,3.3,55,30,62,1547,150.0,5047
1485,1340,1,0,2.6,157,30,13,346,450.0,5047
1486,2978,1,0,2.9,177,30,20,1211,700.0,5047
1487,2848,1,0,2.8,45,1,20,1483,800.0,5047
1488,2194,1,0,3.3,128,1,62,1196,300.0,5047
1489,3045,0,0,3.8,39,30,62,1587,250.0,5047
1490,180,1,0,3.5,41,75,44,1475,400.0,5047
1491,675,1,0,3.7,237,1,62,1571,200.0,5047
1492,1462,1,0,3.9,134,30,62,866,350.0,5047
1493,1574,1,0,4.1,414,30,62,330,500.0,5047
1494,1321,0,0,3.8,62,1,62,1561,150.0,5047
1495,2593,1,0,3.5,179,1,20,1208,600.0,5047
1496,3062,1,0,3.7,97,30,62,1386,350.0,5047
1497,2278,0,0,4.1,94,1,62,1547,100.0,5047
1498,2056,0,0,3.4,133,30,62,1589,300.0,5047
1499,429,1,0,2.9,62,30,65,548,650.0,5047
1500,777,0,0,3.0,98,1,4,1196,800.0,5047
1501,292,0,0,2.7,128,1,20,604,850.0,5047
1502,1355,1,0,3.5,80,1,62,1670,250.0,5047
1503,607,0,0,3.7,65,1,62,873,300.0,5047
1504,1468,0,0,3.5,52,1,62,1547,300.0,5047
1505,558,1,0,3.6,195,30,20,597,800.0,5047
1506,1439,0,0,4.0,42,1,62,1615,300.0,5047
1507,2067,0,0,3.7,168,30,13,437,400.0,5047
1508,676,1,0,3.7,323,30,20,609,850.0,5047
1509,1981,0,1,4.3,1236,30,21,1480,1000.0,5047
1510,2474,0,0,2.7,377,4,57,1292,1100.0,5047
1511,290,0,1,3.7,64,4,4,878,2200.0,5047
1512,426,1,1,4.1,970,30,54,1313,1500.0,5047
1513,2312,1,1,4.1,442,30,60,692,1200.0,5047
1514,1129,0,0,4.1,868,1,57,704,1200.0,5047
1515,1341,0,1,3.8,977,1,46,878,1300.0,5047
1516,2822,0,1,3.7,151,30,46,1158,1350.0,5047
1517,697,0,1,3.8,235,30,20,1066,1000.0,5047
1518,777,0,0,3.0,98,1,4,1196,800.0,5047
1519,1437,0,1,3.9,284,6,20,1440,1500.0,5047
1520,2770,1,1,4.4,4099,71,21,1527,1400.0,5047
1521,1770,0,1,4.2,271,6,20,155,2000.0,5047
1522,2267,1,1,4.1,3020,6,20,1398,1000.0,5047
1523,2937,1,1,4.4,2182,6,5,1227,1400.0,5047
1524,1937,0,1,4.3,403,6,20,1297,1800.0,5047
1525,579,1,0,4.0,444,6,20,1156,1200.0,5047
1526,2389,1,1,3.9,392,6,4,282,1500.0,5047
1527,2449,0,1,3.6,255,6,46,1397,1500.0,5047
1528,2144,1,1,4.1,1691,6,21,1156,1100.0,5047
1529,983,1,1,3.7,37,6,20,589,1500.0,5047
1530,218,0,0,3.0,120,6,20,1345,1000.0,5047
1531,624,0,0,3.5,95,6,20,556,700.0,5047
1532,2016,0,0,3.0,155,6,20,1181,800.0,5047
1533,3047,0,0,3.8,46,6,49,898,2000.0,5047
1534,2722,0,1,4.8,7023,53,21,1324,1500.0,5047
1535,2770,1,1,4.4,4099,71,21,1527,1400.0,5047
1536,1334,0,1,4.5,3421,53,20,1394,1300.0,5047
1537,44,0,1,4.7,881,71,20,813,1600.0,5047
1538,2786,1,1,4.3,994,71,20,130,1300.0,5047
1539,262,0,0,4.3,1303,53,20,1303,1000.0,5047
1540,1992,0,1,4.7,163,71,5,910,1500.0,5047
1541,3031,0,0,3.9,1225,71,20,1363,1100.0,5047
1542,1590,1,1,4.3,715,71,20,1002,1500.0,5047
1543,3109,1,1,4.0,942,71,57,669,1300.0,5047
1544,2162,1,0,4.3,754,71,20,1494,500.0,5047
1545,988,0,0,3.0,197,71,20,1196,700.0,5047
1546,930,0,1,3.9,52,71,46,766,1900.0,5047
1547,2867,1,0,4.0,107,6,13,450,400.0,5047
1548,621,1,0,3.6,136,6,3,193,600.0,5047
1549,485,1,0,3.1,48,6,13,436,900.0,5047
1550,808,1,0,4.0,74,6,17,433,600.0,5047
1551,2731,0,0,3.7,47,6,13,332,500.0,5047
1552,509,0,0,3.8,114,6,13,434,550.0,5047
1553,522,1,1,4.0,341,6,13,374,1000.0,5047
1554,2564,1,0,4.3,556,71,33,955,500.0,5047
1555,3149,1,0,4.3,894,71,13,464,600.0,5047
1556,903,1,0,4.3,149,71,13,473,800.0,5047
1557,1578,1,0,3.7,94,53,13,360,700.0,5047
1558,3153,1,0,4.4,632,6,29,930,500.0,2312
1559,2395,1,0,3.4,414,53,62,1196,400.0,5047
1560,386,1,0,3.9,146,6,20,1186,650.0,71
1561,221,1,0,4.1,166,6,72,1392,500.0,5047
1562,1030,1,0,3.2,113,53,29,923,450.0,5047
1563,2973,1,0,3.8,240,6,62,1597,200.0,2721
1564,2190,1,0,2.9,313,6,62,1196,450.0,5047
1565,2916,1,0,3.3,294,71,62,1055,400.0,5047
1566,2843,1,0,4.3,166,22,29,1156,400.0,564
1567,3155,1,0,4.4,278,71,29,1340,400.0,5047
1568,309,1,0,3.8,230,53,62,197,300.0,535
1569,1903,1,0,3.9,782,22,62,1196,300.0,5047
1570,2130,1,0,2.9,248,6,62,1196,400.0,5047
1571,453,1,0,3.8,62,71,62,322,500.0,5047
1572,2075,1,0,4.0,532,6,62,1196,300.0,5047
1573,3104,1,0,4.5,141,22,30,773,400.0,5047
1574,1547,1,0,3.8,68,53,62,227,200.0,5047
1575,281,1,1,4.0,533,22,20,1156,600.0,5047
1576,2828,1,0,4.2,258,71,20,1451,700.0,5047
1577,1735,1,0,4.2,3334,53,20,304,600.0,5047
1578,1825,1,0,3.9,1233,6,20,1288,500.0,5047
1579,265,1,1,3.8,188,71,20,98,800.0,5047
1580,279,1,0,3.8,419,6,20,238,900.0,5047
1581,923,1,0,3.8,2084,6,20,1402,750.0,5047
1582,1256,1,0,3.7,833,53,20,286,550.0,5047
1583,1419,1,0,4.0,152,6,69,1121,400.0,5047
1584,1047,1,0,3.8,87,22,62,1235,400.0,3152
1585,1789,1,0,2.9,666,53,20,117,800.0,5047
1586,2093,1,0,3.9,105,53,30,959,400.0,5047
1587,362,1,0,3.9,214,6,62,235,400.0,5047
1588,2966,1,0,4.0,77,6,62,1589,300.0,101
1589,2070,1,0,3.8,132,71,62,302,300.0,5047
1590,85,1,0,4.2,567,22,20,1300,550.0,5047
1591,1773,1,0,4.1,164,6,72,1465,600.0,5047
1592,589,1,0,4.0,316,22,12,1652,250.0,437
1593,1985,1,1,4.4,3738,22,22,1468,600.0,5047
1594,343,1,0,3.9,343,22,62,1156,300.0,5047
1595,2303,1,0,3.8,62,53,20,1589,400.0,2713
1596,2419,1,0,4.1,87,71,29,1156,300.0,138
1597,364,1,0,3.8,44,71,29,282,600.0,5047
1598,1675,1,0,4.0,894,6,20,266,750.0,5047
1599,2105,1,0,3.8,832,71,29,271,650.0,5047
1600,234,1,1,4.0,903,53,20,45,750.0,5047
1601,1372,1,0,3.2,380,71,62,322,450.0,5047
1602,847,1,0,3.8,798,53,29,1429,450.0,5047
1603,2692,1,0,3.4,692,6,20,1523,600.0,5047
1604,2541,1,0,3.8,135,71,20,1589,400.0,2726
1605,280,1,0,4.0,230,6,20,1156,950.0,5047
1606,3053,1,0,3.5,79,53,62,558,400.0,5047
1607,291,1,0,4.0,357,71,29,235,650.0,5047
1608,1623,1,0,4.1,152,22,29,1156,400.0,1947
1609,544,1,0,3.9,75,6,2,181,500.0,5047
1610,1399,1,0,3.9,94,6,62,1033,200.0,5047
1611,2133,1,0,3.3,200,6,62,1382,450.0,5047
1612,2141,1,0,2.8,188,22,20,1196,400.0,5047
1613,2539,1,0,3.1,226,53,20,1591,500.0,5047
1614,2083,1,0,2.8,105,6,62,1474,600.0,5047
1615,2852,1,1,3.7,194,71,20,1156,800.0,5047
1616,2137,1,0,3.5,378,6,62,1247,500.0,4310
1617,1722,1,0,3.9,432,71,29,1181,450.0,5047
1618,1528,1,0,3.7,63,58,29,1196,300.0,5047
1619,2198,1,1,3.9,225,53,20,1182,800.0,5047
1620,2832,1,0,4.3,220,71,29,28,600.0,3263
1621,968,1,0,4.1,88,71,29,1113,600.0,5047
1622,579,1,0,4.0,444,6,20,1156,1200.0,5047
1623,2355,1,0,2.9,827,71,20,113,800.0,5047
1624,939,1,0,4.1,193,6,62,1190,500.0,5047
1625,2772,1,0,4.2,233,71,62,220,150.0,5047
1626,2855,1,0,3.7,404,6,20,1597,500.0,152
1627,2343,1,0,4.6,1193,71,5,32,1500.0,5047
1628,2770,1,1,4.4,4099,71,21,1527,1400.0,5047
1629,1362,1,0,3.9,78,22,62,84,300.0,5047
1630,1498,1,1,3.8,571,53,20,1183,600.0,5047
1631,2006,1,0,3.5,116,22,20,58,600.0,5047
1632,1644,1,1,4.3,996,6,20,722,1200.0,5047
1633,1155,1,0,4.3,490,6,2,185,500.0,5047
1634,1733,1,0,2.3,235,6,20,1156,800.0,5047
1635,136,1,0,3.6,48,6,29,42,400.0,5047
1636,1260,1,0,4.0,717,53,20,941,800.0,5047
1637,2786,1,1,4.3,994,71,20,130,1300.0,5047
1638,464,1,1,4.9,16345,71,52,740,1600.0,5047
1639,2585,1,1,4.5,125,71,20,1081,700.0,5047
1640,644,1,1,4.5,1365,6,21,40,1800.0,5047
1641,2162,1,0,4.3,754,71,20,1494,500.0,5016
1642,807,1,0,3.5,178,22,62,1638,300.0,5047
1643,2528,1,0,3.5,234,22,62,1600,400.0,2687
1644,2867,1,0,4.0,107,6,13,450,400.0,4815
1645,2072,1,0,4.1,103,22,62,1335,800.0,5047
1646,828,1,1,4.4,1209,53,21,1156,1100.0,5047
1647,1308,1,0,4.0,167,53,62,817,400.0,5047
1648,1665,1,1,3.8,157,6,20,527,600.0,5047
1649,250,1,0,3.7,309,22,20,197,600.0,5047
1650,1535,1,1,4.4,1381,71,54,894,1500.0,5047
1651,354,1,0,3.9,667,22,20,292,800.0,5047
1652,2484,1,0,4.1,433,22,13,394,750.0,5047
1653,1178,1,0,3.9,70,71,29,918,600.0,5047
1654,2521,1,0,3.8,77,22,62,1460,350.0,5047
1655,238,1,0,4.0,175,6,2,181,300.0,5047
1656,87,1,0,3.9,370,6,20,280,550.0,5047
1657,673,1,1,4.0,557,53,20,1196,900.0,5047
1658,961,1,0,3.6,42,53,72,1196,300.0,5047
1659,1383,1,0,3.1,281,22,62,1355,400.0,5047
1660,2803,1,0,4.3,49,6,62,1030,250.0,5047
1661,2091,1,0,4.1,65,6,72,1628,100.0,2750
1662,992,1,1,4.4,3061,53,21,1350,1500.0,5047
1663,856,1,0,3.6,260,6,62,1474,800.0,5047
1664,2376,1,0,4.0,60,6,9,217,600.0,5047
1665,1309,1,0,3.9,231,71,29,1296,500.0,250
1666,436,1,1,4.2,1142,22,20,1018,1800.0,5047
1667,1110,1,0,3.9,715,22,20,977,1000.0,5047
1668,741,1,0,3.0,237,26,29,1465,500.0,5047
1669,2044,1,0,4.2,45,53,62,1156,250.0,272
1670,3123,1,0,3.0,111,6,62,1501,400.0,5047
1671,292,1,0,3.9,396,22,20,604,850.0,5047
1672,1609,1,0,3.7,160,71,20,1033,500.0,5047
1673,398,1,0,4.3,555,6,20,1124,1800.0,5047
1674,79,1,1,3.9,42,71,62,305,500.0,5047
1675,997,1,0,3.4,262,71,20,1033,450.0,5047
1676,1868,1,1,4.1,1056,22,21,992,1200.0,5047
1677,2992,1,0,3.9,112,22,62,323,600.0,5047
1678,2784,1,1,4.0,797,22,13,462,700.0,226
1679,3067,1,0,2.4,438,22,20,521,1000.0,5047
1680,1352,1,0,3.8,210,22,62,1027,200.0,4663
1681,2439,1,0,3.6,44,71,13,417,600.0,5047
1682,2814,1,0,3.7,33,22,72,232,400.0,5047
1683,2144,1,1,4.1,1691,6,21,1156,1100.0,5047
1684,2564,1,0,4.3,556,71,33,955,500.0,5047
1685,3007,1,1,4.1,481,71,20,63,900.0,5047
1686,58,1,0,3.8,34,53,62,1156,150.0,289
1687,1541,1,0,2.9,163,6,68,1455,250.0,5047
1688,1590,1,1,4.3,715,71,20,1002,1500.0,5047
1689,2271,1,0,4.0,65,22,69,1121,200.0,5047
1690,2405,1,0,4.2,166,6,62,1196,450.0,5047
1691,1796,1,1,4.0,547,22,20,1375,1000.0,5047
1692,2415,1,0,3.0,139,53,20,1423,450.0,111
1693,1480,1,0,4.3,787,22,20,168,1000.0,5047
1694,604,1,0,4.0,55,22,62,974,500.0,5047
1695,3137,1,0,4.0,250,6,62,1156,250.0,5047
1696,128,1,0,3.2,204,71,20,1185,500.0,5047
1697,1860,1,0,2.9,361,22,20,1197,450.0,5047
1698,2545,1,1,3.9,661,53,20,1232,750.0,5047
1699,2421,1,0,4.1,268,6,20,528,800.0,5047
1700,2000,1,0,4.0,200,22,29,1465,750.0,5047
1701,2562,1,0,3.9,228,22,30,789,500.0,5047
1702,1421,1,1,4.4,889,71,20,1065,1400.0,5047
1703,808,1,0,4.0,74,6,17,433,600.0,5047
1704,3139,1,0,2.6,155,71,20,1384,600.0,5047
1705,758,1,0,4.0,44,71,62,1453,300.0,2995
1706,1719,1,0,3.2,258,6,62,322,500.0,5047
1707,61,1,0,3.8,133,6,62,817,200.0,5047
1708,205,1,0,2.8,95,6,20,1387,500.0,5047
1709,2229,1,0,3.7,48,6,62,1156,400.0,2830
1710,2496,1,0,3.2,97,71,62,1573,250.0,107
1711,2467,1,0,3.7,44,6,30,773,900.0,5047
1712,522,1,1,4.0,341,6,13,374,1000.0,5047
1713,1092,1,0,3.3,84,6,62,1628,200.0,5047
1714,1811,1,0,3.6,109,71,20,1145,700.0,5047
1715,1563,1,0,4.0,162,22,62,85,500.0,5047
1716,1024,1,1,4.4,1146,53,60,1228,1200.0,5047
1717,1565,1,0,4.4,536,58,29,769,600.0,5047
1718,801,1,0,4.1,39,53,62,1640,200.0,3688
1719,908,0,0,4.0,213,6,20,565,400.0,5047
1720,236,1,1,4.2,1383,22,21,742,1100.0,5047
1721,1821,1,0,2.9,89,6,62,873,350.0,5047
1722,967,1,0,3.7,182,6,62,1445,400.0,5047
1723,2712,1,0,4.1,129,22,30,773,350.0,5047
1724,2316,0,0,4.0,246,6,20,1156,1200.0,5047
1725,1051,1,0,3.7,34,6,29,1196,450.0,5047
1726,2086,1,0,3.2,44,71,62,1476,600.0,5047
1727,1838,1,0,3.8,376,6,29,1156,600.0,5047
1728,2389,1,1,3.9,392,6,4,282,1500.0,5047
1729,1703,1,1,4.2,340,53,20,170,1700.0,5047
1730,798,1,0,3.8,54,53,62,1386,400.0,5047
1731,610,1,0,3.6,26,53,62,1196,250.0,5047
1732,56,1,0,3.2,127,6,62,1156,400.0,5047
1733,621,1,0,3.6,136,6,3,193,600.0,5047
1734,2651,1,1,4.1,322,71,26,3,1200.0,5047
1735,2384,1,0,4.1,248,71,20,615,800.0,5047
1736,2937,1,1,4.4,2182,6,5,1227,1400.0,5047
1737,1255,1,0,3.0,137,75,71,1341,650.0,5047
1738,2008,1,0,4.3,324,22,30,956,180.0,5047
1739,879,1,0,4.0,119,22,12,217,400.0,5047
1740,1509,1,0,3.8,1972,53,20,50,650.0,5047
1741,2098,1,0,4.0,57,6,30,956,300.0,5047
1742,1384,1,0,2.9,243,71,62,1268,300.0,5047
1743,641,1,0,3.7,48,6,45,1496,400.0,5047
1744,1195,1,1,4.2,7193,71,56,705,1400.0,5047
1745,1276,1,0,3.7,39,71,62,962,200.0,5047
1746,1953,1,0,3.8,72,6,45,956,300.0,5047
1747,716,1,0,2.9,182,6,20,1161,800.0,5047
1748,349,1,0,3.9,222,71,20,286,800.0,5047
1749,67,1,0,3.8,116,53,72,1070,150.0,5047
1750,2798,1,0,4.2,793,6,26,800,1700.0,5047
1751,1128,1,0,3.0,289,6,20,1476,500.0,5047
1752,1648,1,0,3.9,337,22,62,1196,500.0,5047
1753,2267,1,1,4.1,3020,6,20,1398,1000.0,5047
1754,564,1,0,3.8,81,71,0,181,300.0,5047
1755,1753,1,0,4.0,136,71,13,332,500.0,5047
1756,435,1,1,4.0,387,22,16,421,1300.0,5047
1757,3109,1,1,4.0,942,71,57,669,1300.0,5047
1758,1338,1,0,3.7,132,53,20,1156,750.0,5047
1759,1177,0,0,3.8,368,6,20,1409,600.0,5047
1760,160,0,0,4.1,83,6,30,956,200.0,5047
1761,180,1,0,3.8,174,22,62,1475,400.0,5047
1762,2483,1,0,4.3,269,71,0,184,750.0,5047
1763,1394,1,0,3.8,46,71,20,1540,600.0,5047
1764,2209,1,0,3.8,91,53,20,1272,750.0,5047
1765,2365,1,0,3.8,60,22,62,108,400.0,5047
1766,1461,1,0,3.2,135,71,62,258,400.0,5047
1767,504,1,0,3.6,484,22,16,476,700.0,5047
1768,3149,1,0,4.3,894,71,13,464,600.0,5020
1769,2899,1,0,4.0,600,22,20,124,800.0,5047
1770,983,1,1,3.7,37,6,20,589,1500.0,5047
1771,1950,1,0,3.0,106,6,20,1196,500.0,5047
1772,458,0,0,2.7,39,6,41,1114,330.0,5047
1773,830,1,0,3.2,61,71,62,1327,250.0,258
1774,1063,1,0,3.1,117,71,20,1196,550.0,5047
1775,490,0,0,3.7,128,6,3,191,600.0,5047
1776,1765,1,0,3.9,1240,22,21,1102,1400.0,5047
1777,903,1,0,4.3,149,71,13,473,800.0,5047
1778,2533,0,0,3.6,336,6,20,1185,600.0,5047
1779,313,0,0,2.3,131,6,20,80,800.0,5047
1780,2984,1,0,3.7,66,6,20,1185,550.0,5047
1781,865,1,0,3.8,106,71,71,1547,200.0,3707
1782,119,0,0,2.8,43,6,62,282,500.0,5047
1783,624,0,0,3.5,95,6,20,556,700.0,5047
1784,1578,1,0,3.7,94,53,13,360,700.0,5047
1785,2201,1,0,3.6,76,6,72,83,300.0,5047
1786,1440,1,0,3.8,138,22,30,789,500.0,5047
1787,208,1,0,3.7,500,38,29,1423,500.0,5047
1788,1603,1,0,3.5,356,6,29,1196,500.0,5047
1789,1698,0,0,2.1,337,6,20,1156,450.0,5047
1790,405,1,0,3.9,36,71,29,1156,400.0,5047
1791,476,1,0,4.2,500,71,13,411,800.0,4576
1792,904,1,0,3.5,435,38,29,1429,500.0,5047
1793,2016,0,0,3.0,155,6,20,1181,800.0,5047
1794,2507,0,0,2.8,116,6,41,207,400.0,5047
1795,2503,0,0,3.2,59,6,20,1422,550.0,5047
1796,509,0,0,3.8,114,6,13,434,550.0,5047
1797,2036,0,0,3.8,63,6,29,856,150.0,5047
1798,1540,1,0,3.6,151,17,29,1004,450.0,5047
1799,1926,1,0,4.0,353,71,29,1209,500.0,5047
1800,2698,1,0,3.1,100,22,13,465,650.0,5047
1801,749,0,0,3.9,177,71,30,769,300.0,5047
1802,2597,1,1,3.9,218,53,20,1413,750.0,5047
1803,2615,0,1,4.3,1585,71,54,689,1500.0,5047
1804,459,1,0,4.1,111,6,30,769,600.0,5047
1805,1359,1,0,3.8,80,6,62,1156,300.0,5047
1806,1019,1,0,3.7,122,22,62,1285,300.0,5047
1807,1818,1,0,4.0,92,22,30,949,100.0,5047
1808,3103,1,0,3.7,40,22,62,1632,150.0,5047
1809,131,0,0,4.2,267,71,70,1121,400.0,5047
1810,1878,0,1,4.0,119,71,20,1196,1000.0,5047
1811,574,0,0,3.8,111,53,20,1196,600.0,5047
1812,988,0,0,3.0,197,71,20,1196,700.0,5047
1813,2034,0,0,3.5,68,71,62,1156,250.0,5047
1814,1863,0,0,2.9,108,71,20,64,800.0,5047
1815,2245,0,0,3.5,132,71,62,868,300.0,5047
1816,1176,1,0,3.8,117,71,72,631,600.0,5047
1817,1155,1,0,4.3,490,6,2,185,500.0,4817
1818,238,1,0,4.0,175,6,2,181,300.0,5047
1819,1419,1,0,4.0,152,6,69,1121,400.0,2402
1820,3153,1,0,4.4,632,6,29,930,500.0,2310
1821,160,0,0,4.1,83,6,30,956,200.0,5047
1822,1825,1,0,3.9,1233,6,20,1288,500.0,3797
1823,2093,1,0,4.2,213,6,30,959,400.0,5047
1824,1541,1,0,2.9,163,6,68,1455,250.0,4097
1825,621,1,0,3.6,136,6,3,193,600.0,5047
1826,544,1,0,3.9,75,6,2,181,500.0,5047
1827,459,1,0,4.1,111,6,30,769,600.0,5047
1828,490,0,0,3.7,128,6,3,191,600.0,5047
1829,2467,1,0,3.7,44,6,30,773,900.0,5047
1830,1953,1,0,3.8,72,6,45,956,300.0,5047
1831,808,1,0,4.0,74,6,17,433,600.0,5047
1832,2564,1,0,4.3,556,71,33,955,500.0,5047
1833,131,0,0,4.2,267,71,70,1121,400.0,5047
1834,2483,1,0,4.3,269,71,0,184,750.0,5047
1835,1873,0,0,4.3,384,71,30,956,150.0,5047
1836,1578,1,0,3.7,94,53,13,360,700.0,5047
1837,564,1,0,3.8,81,71,0,181,300.0,5047
1838,749,0,0,3.9,177,71,30,769,300.0,5047
1839,1190,0,0,3.9,75,71,30,956,350.0,5047
1840,3069,1,0,3.9,93,71,0,181,500.0,1646
1841,1770,0,1,4.2,271,6,20,155,2000.0,5047
1842,1437,0,1,3.9,284,6,20,1440,1500.0,5047
1843,2144,1,1,4.1,1691,6,21,1156,1100.0,5047
1844,2267,1,1,4.1,3020,6,20,1398,1000.0,5047
1845,398,1,0,4.3,555,6,20,1124,1800.0,5047
1846,2798,1,0,4.2,793,6,26,800,1700.0,5047
1847,644,1,1,4.5,1365,6,21,40,1800.0,5047
1848,2937,1,1,4.4,2182,6,5,1227,1400.0,5047
1849,1675,1,0,4.0,894,6,20,266,750.0,5047
1850,1644,1,1,4.3,996,6,20,722,1200.0,5047
1851,674,0,0,4.2,308,6,20,1156,800.0,5047
1852,1937,0,1,4.3,403,6,20,1297,1800.0,5047
1853,579,1,0,4.0,444,6,20,1156,1200.0,840
1854,280,1,0,4.0,230,6,20,1156,950.0,4390
1855,2376,1,0,4.0,60,6,9,217,600.0,4085
1856,908,0,0,4.0,213,6,20,565,400.0,5047
1857,770,0,0,4.0,225,6,20,1156,700.0,5047
1858,2692,1,0,3.4,692,6,20,1523,600.0,5047
1859,923,1,0,3.8,2084,6,20,1402,750.0,5047
1860,2389,1,1,3.9,392,6,4,282,1500.0,5047
1861,2855,1,0,3.7,404,6,20,1597,500.0,3995
1862,2449,0,1,3.6,255,6,46,1397,1500.0,5047
1863,2316,0,0,4.0,246,6,20,1156,1200.0,5047
1864,1419,1,0,4.0,152,6,69,1121,400.0,2402
1865,1177,0,0,3.8,368,6,20,1409,600.0,5047
1866,279,1,0,3.8,419,6,20,238,900.0,5047
1867,2867,1,0,4.0,107,6,13,450,400.0,4814
1868,2421,1,0,4.1,268,6,20,528,800.0,5047
1869,1128,1,0,3.0,289,6,20,1476,500.0,5047
1870,386,1,0,3.9,146,6,20,1186,650.0,70
1871,1825,1,0,3.9,1233,6,20,1288,500.0,3798
1872,983,1,1,3.7,37,6,20,589,1500.0,5047
1873,716,1,0,2.9,182,6,20,1161,800.0,5047
1874,215,0,1,4.1,106,6,21,1105,1600.0,5047
1875,1075,0,1,4.2,707,6,27,1196,1400.0,5047
1876,1665,1,1,3.8,157,6,20,527,600.0,5047
1877,1950,1,0,3.0,106,6,20,1196,500.0,5047
1878,1789,1,0,2.6,74,6,20,117,800.0,5047
1879,2984,1,0,3.7,66,6,20,1185,550.0,5047
1880,205,1,0,2.8,95,6,20,1387,500.0,5047
1881,218,0,0,3.0,120,6,20,1345,1000.0,5047
1882,56,1,0,3.2,127,6,62,1156,400.0,5047
1883,2533,0,0,3.6,336,6,20,1185,600.0,5047
1884,313,0,0,2.3,131,6,20,80,800.0,5047
1885,485,1,0,3.1,48,6,13,436,900.0,5047
1886,624,0,0,3.5,95,6,20,556,700.0,5047
1887,641,1,0,3.7,48,6,45,1496,400.0,5047
1888,2731,0,0,3.7,47,6,13,332,500.0,5047
1889,1698,0,0,2.1,337,6,20,1156,450.0,5047
1890,2016,0,0,3.0,155,6,20,1181,800.0,5047
1891,2503,0,0,3.2,59,6,20,1422,550.0,5047
1892,509,0,0,3.8,114,6,13,434,550.0,5047
1893,2083,0,0,3.6,542,6,20,1474,750.0,5047
1894,3047,0,0,3.8,46,6,49,898,2000.0,5047
1895,2141,0,0,2.6,270,6,20,1196,400.0,5047
1896,87,1,0,3.9,370,6,20,280,550.0,4381
1897,522,1,1,4.0,341,6,13,374,1000.0,5047
1898,1733,1,0,2.3,235,6,20,1156,800.0,4594
1899,2405,1,0,4.2,166,6,62,1196,450.0,3031
1900,2966,1,0,4.0,77,6,62,1589,300.0,100
1901,2137,1,0,3.5,378,6,62,1247,500.0,3658
1902,2075,1,0,4.0,532,6,62,1196,300.0,2802
1903,362,1,0,3.9,214,6,62,235,400.0,2669
1904,1541,1,0,2.9,163,6,68,1455,250.0,4097
1905,544,1,0,3.9,75,6,2,181,500.0,5047
1906,621,1,0,3.6,136,6,3,193,600.0,2071
1907,1359,1,0,3.8,80,6,62,1156,300.0,5047
1908,2130,1,0,2.9,248,6,62,1196,400.0,3643
1909,1399,1,0,3.9,94,6,62,1033,200.0,5047
1910,1719,1,0,3.2,258,6,62,322,500.0,5047
1911,2133,1,0,3.3,200,6,62,1382,450.0,4918
1912,3137,1,0,4.0,250,6,62,1156,250.0,3591
1913,1821,1,0,2.9,89,6,62,873,350.0,3145
1914,61,1,0,3.8,133,6,62,817,200.0,2035
1915,458,0,0,2.7,39,6,41,1114,330.0,5047
1916,1092,1,0,3.3,84,6,62,1628,200.0,3684
1917,2229,1,0,3.7,48,6,62,1156,400.0,3622
1918,490,0,0,3.7,128,6,3,191,600.0,5047
1919,2803,1,0,4.3,49,6,62,1030,250.0,5047
1920,2973,1,0,3.8,240,6,62,1597,200.0,5047
1921,119,0,0,2.8,43,6,62,282,500.0,5047
1922,967,1,0,3.7,182,6,62,1445,400.0,5047
1923,856,1,0,3.2,66,6,62,1474,800.0,3132
1924,2507,0,0,2.8,116,6,41,207,400.0,5047
1925,2190,1,0,2.9,313,6,62,1196,450.0,3913
